,popularity,artist_name,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
146,10,Carlo Rustichelli,"Pollo ruspante (Twist #2) - From ""Ro.Go.Pa.G."" / Remastered 2022",2MhAeWrUUWfE2rtvwmhb18,0.69,0.789,5,-8.286,0,0.0448,0.912,0.0123,0.122,0.936,89.704,75333,4
147,87,Bad Bunny,Aguacero,2uflssWlCaJ6CbTMOsUpNI,0.861,0.645,6,-6.96,0,0.0743,0.423,0.000592,0.349,0.668,121.391,210989,5
148,8,Workout Music ,Peaches (Workout Mix),2GN0M64unZFzF8Mez8RL1F,0.742,0.792,4,-5.336,0,0.0863,0.000681,0.126,0.0653,0.594,131.977,262727,4
149,81,Mac Miller,Love Lost,0N9C80kcgL0xXGduKnYKWi,0.735,0.812,2,-4.417,1,0.151,0.528,0.0,0.186,0.584,109.835,162876,4
150,8,Workout Music ,deja vu (Workout Mix),5X70OJdWtSai8LfmVniNbr,0.693,0.643,9,-5.855,1,0.0368,0.0085,0.00912,0.0399,0.788,131.991,261818,4
151,0,Bad Bunny,MIA,16b7pPaU3XROiwg6bBLHTX,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.061,210368,4
152,7,Workout Music ,Wonder (Workout Mix),2SjBYRFi8j5jZaOOS6Nvid,0.745,0.913,1,-6.508,0,0.0624,0.0717,0.265,0.0498,0.763,127.993,270000,4
153,78,SleazyWorld Go,Sleazy Flow (with Lil Baby) - Remix,5cx7vkF8BQ0iOsVpfvZbnz,0.869,0.298,2,-12.076,1,0.386,0.2,0.0,0.0753,0.178,77.47,161355,4
154,7,Workout Music ,Holy (Workout Mix),1kZJaFlA6zKibLOnIuKDmA,0.601,0.705,10,-7.593,0,0.0282,0.000298,0.534,0.428,0.415,127.965,274219,4
155,83,Harry Styles,Keep Driving,2NcQic8JxdjAlAHuNbOIRE,0.721,0.479,9,-9.669,1,0.226,0.321,0.00156,0.182,0.902,164.948,140242,3
156,8,Workout Music ,Stay (Workout Mix),3PDG31h8lEYM653ayKIaXV,0.571,0.797,6,-4.784,1,0.0521,0.00107,0.00364,0.074,0.922,179.98,272000,4
157,82,Harry Styles,Grapejuice,4j6kId9QIqhoXvqHKgSKa0,0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,191959,4
158,8,Workout Music ,Save Your Tears (Workout Mix),2OJFOYPQaSpLraDb2nqCme,0.682,0.69,0,-6.445,1,0.033,0.00188,0.0213,0.116,0.961,131.986,247272,4
159,8,Workout Music ,Bad Habits (Workout Mix),67scmhrpM0jxO5Uw8zbL8q,0.793,0.749,11,-4.692,0,0.0742,0.0499,0.000298,0.0321,0.853,128.011,284998,4
160,76,Morgan Wallen,Don't Think Jesus,1TUuhV75FeOF6UObRsABo2,0.578,0.431,2,-7.034,1,0.0269,0.469,0.0,0.137,0.21,116.979,226975,3
161,16,Guru Randhawa,"Dance Meri Rani (From ""Dance Meri Rani"")",1c3aklQsFCwptZyLcvE2oe,0.9,0.589,10,-6.862,0,0.173,0.0334,0.0139,0.0805,0.678,107.993,223190,4
162,81,Beyoncé,ENERGY (feat. Beam),0314PeD1sQNonfVWix3B2K,0.903,0.519,1,-9.151,1,0.26,0.281,0.000106,0.155,0.587,114.991,116727,4
163,20,L'Arc-en-Ciel,ALL YEAR AROUND FALLING IN LOVE - Remastered 2022,5KOr7JBQfQ1vbjGa189Gw6,0.564,0.767,7,-5.839,1,0.0297,0.000279,0.000983,0.184,0.221,114.006,333880,4
164,82,Kanye West,True Love,06JvOZ39sK8D8SqiqfaxDU,0.712,0.861,5,-5.487,0,0.25,0.0182,6.09e-06,0.511,0.388,84.042,148571,4
165,8,Dhanraj Saurya,Naya Saal Ki Badhe - Happy New Year 2022,6M10oSeDrAJfAwYaJsecQN,0.429,0.526,8,-7.83,1,0.0611,0.808,7.68e-06,0.0857,0.433,200.067,163872,4
166,79,Walker Hayes,Fancy Like,58UKC45GPNTflCN6nwCUeF,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,161853,4
167,3,Anthony Phillips,Seven Long Years - (1976 Instrumental Mix) [2022 Remaster],5vmvF4zNqr4l92LPKK9RBL,0.441,0.169,7,-14.952,1,0.035,0.986,0.905,0.1,0.147,112.615,181840,4
168,81,Jax,Victoria’s Secret,4svaKoxMMP7ImmKrD5hfQu,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018,176125,4
169,5,Years & Years,Starstruck,5eQU9bUpFTv9pRkfsY5hpt,0.555,0.879,9,-2.484,0,0.0983,0.011,0.0,0.298,0.691,113.852,207755,4
170,77,Kane Brown,Like I Love Country Music,3j1xkzTW8owIphkWV51V9s,0.542,0.82,8,-6.073,1,0.0432,0.000682,0.000136,0.0561,0.702,124.85,234341,4
171,17,Carl Michael Ziehrer,"Nachtschwärmer, Walzer, Op. 466",6oQ2HG7O0qGc3OLOjP7VRi,0.265,0.116,7,-19.581,1,0.0361,0.962,0.911,0.0639,0.141,97.857,605000,4
172,89,Camila Cabello,Bam Bam (feat. Ed Sheeran),0QBzMgT7NIeoCYy3sJCof1,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4
173,18,Johann Strauss II,Die Fledermaus: Overtüre,2VIefSHPIMd7B6QPpX54Qu,0.319,0.148,2,-19.195,1,0.0438,0.948,0.811,0.199,0.164,95.359,513000,3
174,80,Cardi B,Hot Shit (feat. Ye & Lil Durk),3uJFmluXzYedoJcvhpC1AW,0.878,0.685,9,-5.28,1,0.225,0.00152,0.0,0.0753,0.523,157.003,211649,4
175,12,Travie McCoy,We'll Be Alright,62XAay0engehHzXfpW2nrc,0.73,0.937,11,-2.677,1,0.0357,0.0234,0.0,0.11,0.97,139.973,197360,4
176,83,Harry Styles,Love Of My Life,1mw0RgNXIpYRyyCdBQbLgA,0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,191638,4
177,15,Elton John,Cold Heart - PNAU Remix,4Rfyd7l9GhfpOvpKAaVg8S,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735,4
178,82,Post Malone,Cooped Up (with Roddy Ricch),7DwcBgdzqhFJltEaV1XF81,0.669,0.773,0,-5.619,1,0.153,0.038,0.0,0.113,0.377,93.923,185857,4
179,5,The Harvard Krokodiloes,They Can't Take That Away from Me,6tfAzsD05DTKGo4MQCgNcT,0.499,0.373,4,-7.811,1,0.0363,0.844,0.0,0.135,0.425,119.778,205518,4
180,79,Kendrick Lamar,Silent Hill,3lzUeaCbcCDB5IXYfqWRlF,0.907,0.577,1,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,220779,4
181,7,Workout Music ,Hold On (Workout Mix),6leoJ4z4b581wuzkQFN7EV,0.561,0.882,1,-4.562,0,0.0632,0.000843,0.0104,0.118,0.49,131.968,272727,4
182,81,Beyoncé,CHURCH GIRL,2mqTtvbKxH7SoEQ2oGAnsA,0.792,0.919,2,-5.688,1,0.276,0.0381,5.1e-06,0.368,0.22,92.028,224473,4
183,6,Workout Music ,Positions (Workout Mix),0g6SG50ZXfUSUOfHCZwelh,0.745,0.792,8,-7.225,0,0.0422,0.0299,0.0316,0.0788,0.595,127.991,261094,4
184,78,$uicideboy$,Matte Black,0hPRWztAIbNkt6GcFcLiqF,0.877,0.826,10,-3.75,0,0.206,0.122,1.05e-05,0.104,0.814,75.003,238146,4
185,6,Workout Music ,Come & Go (Workout Mix),3J8MjvnPtOb3CcPDDc4UDj,0.63,0.832,0,-7.463,1,0.0404,0.00591,0.14,0.0324,0.92,140.028,274286,4
186,85,Bad Bunny,Un Verano Sin Ti,18HOjcvTVV7W8YzBuOsAPS,0.503,0.496,5,-9.123,0,0.0556,0.693,0.0,0.123,0.412,187.844,148143,4
187,7,Workout Music ,Levitating (Workout Mix),2GZmjrWCcmUVFnbcpRoBQ3,0.667,0.76,11,-6.092,0,0.0473,0.00415,0.00378,0.0632,0.858,127.968,257812,4
188,79,Polo G,Distraction,1oc92BMKYkNxK17C2GtyRM,0.713,0.689,11,-5.99,1,0.255,0.16,0.0,0.136,0.63,156.934,171319,4
189,6,Workout Music ,Dynamite (Workout Mix),4ulhzKxaNaF78cA9pYlToE,0.773,0.539,1,-5.684,0,0.0623,0.00179,0.00426,0.0568,0.719,122.99,232193,4
190,80,Jack Harlow,Dua Lipa,0LnS7aOdOdI1dNKZqdOLz4,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,135053,4
191,7,Workout Music ,Kiss Me More (Workout Mix),611IkuKCOwyORg9MzdZXYB,0.563,0.7,7,-6.314,1,0.0354,6.02e-05,0.0417,0.0347,0.807,127.964,270000,4
192,78,Brent Faiyaz,ALL MINE,3XgGQ1wjo5khvq2UImjyNF,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,216063,4
193,7,Workout Music ,good 4 u (Workout Mix),04pwXqJ3VjS5n7cZcpUMis,0.661,0.977,7,-4.896,0,0.0326,0.00187,0.323,0.0395,0.904,140.022,274286,4
194,85,Bad Bunny,Enséñame a Bailar,2NMjggapJcXXM7WccGEBUO,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,176000,4
195,6,Workout Music ,Bad Guy (Workout Mix),61ap7rnc6V8MBulwjw6BUn,0.842,0.658,11,-7.072,0,0.0678,0.00456,0.735,0.0673,0.562,131.007,281253,4
196,82,Leah Kate,10 Things I Hate About You,6Jkm5kUldvIqxzI1Pa7nXH,0.544,0.786,8,-2.97,1,0.0501,0.00991,0.0,0.169,0.446,153.967,157138,4
197,6,Workout Music ,Without You (Workout Mix),7aDVw73KoEF4UrnN8MRwag,0.62,0.882,0,-5.392,1,0.0693,0.0042,3.94e-05,0.0661,0.76,127.999,255000,4
198,81,Beyoncé,I'M THAT GIRL,1MpCaOeUWhox2Fgigbe1cL,0.554,0.535,5,-8.959,0,0.186,0.0616,1.32e-05,0.124,0.136,105.865,208014,4
199,11,Adam Melchor,Light Year,7itJkxkJcMkRLpfguLjxCA,0.395,0.495,3,-9.087,1,0.0329,0.496,0.0378,0.12,0.517,168.01,188044,4
200,87,Benson Boone,In The Stars,1ei3hzQmrgealgRKFxIcWn,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,216410,3
201,8,EFDY MUSIC STUDIO,IN NOMINE IMPERATORIS - 2022 Version,5r23W2CfblEyO9B1SvAXAl,0.666,0.791,7,-10.733,1,0.0382,0.00855,0.85,0.0722,0.354,138.013,237857,4
202,79,Kendrick Lamar,Rich Spirit,1QPreu0BNOrUfEb8HTd2qG,0.852,0.421,10,-9.153,0,0.208,0.428,2.28e-06,0.106,0.457,95.977,202285,4
203,12,Last Year's Man,Time Brings Change,4ZLcLBGnrTGXVK48bzS9ss,0.485,0.292,3,-13.89,1,0.0274,0.59,9.87e-05,0.11,0.355,96.978,201329,4
204,83,The Kid LAROI,Thousand Miles,1r8ZCjfrQxoy2wVaBUbpwg,0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,164782,4
205,9,Eikichi Yazawa,ヘイ・タクシー (セルフカバー) - Remastered 2022,3jZ693vXlmeE94T3jzCQpP,0.739,0.591,7,-10.326,1,0.0256,0.026,0.000177,0.346,0.782,106.581,205520,4
206,76,Jordan Davis,What My World Spins Around,6HBRLaSQ7NB8MNlaqzYen1,0.675,0.726,2,-6.459,1,0.0461,0.105,0.0,0.153,0.671,124.872,186791,4
207,82,Harry Styles,Cinema,35TyJIMR3xRouUuo2sjS6v,0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,243508,4
208,8,Carlo Rustichelli,"RoGoPaG Twist - From ""Ro.Go.Pa.G."" / Remastered 2022",2yuRiL4D6YuupXs2UiuVCG,0.477,0.543,2,-9.754,1,0.04,0.841,8.61e-05,0.0985,0.593,146.401,98400,4
209,87,Bad Bunny,Me Fui de Vacaciones,28GCbKgjlVD9eDmasGbe0T,0.714,0.645,10,-5.493,1,0.0514,0.229,0.00083,0.0942,0.434,85.046,180930,4
210,5,Sunday Morning Jazz,Happy New Year!,2Q7PLag4LFqOB4Rta73Hxv,0.864,0.21,1,-22.485,0,0.0743,0.503,0.879,0.105,0.898,129.93,147681,4
211,76,Corey Kent,Wild as Her,4RG7P0CXQ4pe0OeCAHjX5L,0.504,0.736,0,-6.079,1,0.0352,0.00216,0.0,0.129,0.46,148.014,199733,4
212,5,Sunday Morning Jazz,New Year's Resolutions,5lA9sILUX3Ie2XrXSGtHrU,0.885,0.157,8,-23.074,1,0.0592,0.534,0.866,0.11,0.786,99.995,167981,4
213,82,Harry Styles,Daydreaming,69w5X6uTrOaWM32IetSzvO,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,187342,4
214,2,Road To Nowhere,In My Eyes - 2022 Ballad Version,4F8XgGsyFywaakdGzoVoAb,0.626,0.22,9,-14.432,1,0.0334,0.556,1.41e-05,0.144,0.132,139.438,286028,4
215,80,Beyoncé,COZY,0mKGwFMHzTprtS2vpR3b6s,0.556,0.63,7,-8.15,1,0.102,0.000828,0.00468,0.155,0.367,149.147,210372,5
216,77,Lil Baby,Right On,6ws54n2IzyrIxxyzlG2bVJ,0.535,0.618,2,-5.668,1,0.382,0.0245,0.0,0.103,0.211,165.991,213976,4
217,14,Josef Strauss,"Nymphen-Polka, Op. 50",4Rec8Cm7xGxdrhMxCYU9Kd,0.558,0.0847,0,-20.316,1,0.0438,0.939,0.26,0.1,0.532,142.577,225000,4
218,78,Future,I'M ON ONE (feat. Drake),6wyhUr4Xw8z5uSy0AhoZfU,0.773,0.707,11,-5.71,1,0.0568,0.0103,1.04e-05,0.296,0.113,76.977,236187,4
219,17,"Joseph Hellmesberger, Jr.","Kleiner Anzeiger, Galopp, Op. 4",1pkC7ik3IwiwIoLSgzqYRD,0.472,0.576,3,-16.368,1,0.036,0.844,0.912,0.19,0.842,86.341,146000,4
220,80,Em Beihold,Numb Little Bug,3o9kpgkIcffx0iSwxhuNI2,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,169238,4
221,17,Johann Strauss II,"Phönix-Schwingen, Walzer, Op. 125",332ERDsBLIekg5IZDwb2tB,0.418,0.125,2,-20.471,1,0.0324,0.936,0.811,0.142,0.356,97.058,434000,3
222,83,Billie Eilish,The 30th,5SHpuW2qjkQtFRpE6P9Nks,0.387,0.135,7,-14.398,1,0.051,0.929,0.0,0.0948,0.21,82.987,216448,4
223,17,Johann Strauss II,"Morgenblätter, Walzer, Op. 279",5aEWmo58rXyIpeK4WSWqeu,0.35,0.127,7,-18.467,1,0.0351,0.94,0.893,0.0772,0.216,101.419,649000,4
224,85,Bad Bunny,Agosto,0wihfILRNOwE2156Shezc8,0.849,0.584,1,-8.195,0,0.115,0.0929,6.18e-06,0.492,0.724,115.018,139041,4
225,20,Josef Strauss,"Die Sirene, Polka mazur, Op. 248",1bEgBgMIfdpvw0HcCapAks,0.363,0.0472,2,-19.968,1,0.039,0.967,0.826,0.162,0.0745,114.36,208000,4
226,76,$uicideboy$,1000 Blunts,09riz9pAPJyYYDVynE5xxY,0.83,0.698,5,-6.517,0,0.077,0.224,1.02e-06,0.191,0.595,132.99,175476,4
227,3,The Harvard Krokodiloes,Take Five,3oGSeFjidISj4nGZSrNsnM,0.554,0.358,6,-8.538,1,0.0651,0.599,0.0,0.425,0.817,82.627,141347,3
228,82,Lauren Spencer Smith,Fingers Crossed,3yMC1KsTwh0ceXdIe4QQAQ,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,175345,4
229,9,Avicii,Wake Me Up - Radio Edit,1qtBLES6SONpxdNA81dI28,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,246813,4
230,94,Manuel Turizo,La Bachata,5ww2BF9slyYgNOk37BlC4u,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,162638,4
231,5,Workout Music ,You Broke Me First (Workout Mix),4Ty7xyaoyr2ZeTLRd6aGbL,0.637,0.574,1,-8.061,0,0.0532,0.0606,0.000583,0.0574,0.509,129.958,251075,4
232,82,Beyoncé,SUMMER RENAISSANCE,3HyR1j49TY5ACP2lseF1jx,0.674,0.625,1,-9.593,1,0.0514,0.0843,0.0015,0.11,0.208,120.004,273998,4
233,4,Workout Music ,Shallow (Workout Mix),1ADO7ZCyv242cvwWr8XrPU,0.582,0.866,7,-5.384,1,0.035,0.0864,0.18,0.0843,0.954,127.978,270000,4
234,82,The Weeknd,Out of Time,2SLwbpExuoBDZBpjfefCtV,0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,214194,4
235,5,Workout Music ,Leave Before You Love Me (Workout Mix),5YxSli4gUjYthsY0i3lHIa,0.874,0.62,7,-5.153,1,0.066,0.00988,3.64e-05,0.0753,0.9,131.991,269090,4
236,76,$uicideboy$,Genesis,2UbMJbQq6G0TJnmnubgolV,0.55,0.762,0,-7.861,1,0.32,0.0109,0.00179,0.398,0.347,200.211,162138,4
237,4,Workout Music ,Something Just Like This (Workout Mix),16hx1l5MC6XqLfkQ2EwIWy,0.586,0.841,11,-8.791,0,0.0528,0.000178,0.082,0.146,0.798,132.03,267307,4
238,82,Armani White,BILLIE EILISH.,27ZZdyTSQWI7Cug2d2PkqV,0.9,0.509,1,-6.647,1,0.257,0.115,1.67e-06,0.0937,0.765,100.007,99283,4
239,5,Workout Music ,Electricity (Workout Mix),473AjnY37WldJKydlFew7R,0.764,0.9,1,-5.28,1,0.105,0.000936,0.00801,0.0303,0.542,128.02,269973,4
240,79,Gunna,pushin P (feat. Young Thug),3XOalgusokruzA5ZBA2Qcb,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,136267,1
241,5,Workout Music ,Say So (Workout Mix),1rMvv5piWQkaEId9wTefvf,0.832,0.796,6,-4.933,0,0.0621,0.0134,0.00145,0.0481,0.98,128.023,278227,4
242,76,Ivan Cornejo,J.,4lUsBLTAiufWocWtg4H0my,0.408,0.47,10,-10.149,1,0.0893,0.666,5.44e-05,0.0926,0.0953,51.66,234613,4
243,5,Chill Work Music,Calming Lofi Music To Study To,3zxhdXTqGsmdq3xrRyCTP1,0.611,0.398,5,-10.025,0,0.0264,0.812,0.947,0.135,0.586,128.136,120000,4
244,78,Juice WRLD,Cigarettes,1CfuBY3BDdKpooQ9L5zgUc,0.587,0.614,2,-6.344,1,0.0435,0.0306,0.0,0.399,0.451,160.075,227527,4
245,5,Workout Music ,Watermelon Sugar (Workout Mix),2KlDOdn2feWDRhJ7HCsdIt,0.759,0.882,7,-5.435,1,0.0822,0.00286,0.00863,0.0393,0.71,128.004,255000,4
246,87,Becky G,MAMIII,1ri9ZUkBJVFUdgwzCnfcYs,0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,226088,4
247,5,Workout Music ,Anyone (Workout Mix),2Ihx7sR79SWqMmZBrAA3tT,0.697,0.663,2,-7.412,1,0.0367,0.000194,0.000625,0.0342,0.951,127.958,299998,4
248,84,Calvin Harris,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",5lfWrciYtohtIMVDVZd0Rf,0.81,0.733,9,-6.338,1,0.0444,0.276,6.73e-06,0.288,0.9,125.975,229283,4
249,4,Workout Music ,"10,000 Hours (Workout Mix)",2745C5OnwddE3x7IO7nXfY,0.705,0.987,5,-3.086,0,0.0486,0.00276,0.449,0.686,0.967,128.001,255787,4
250,79,Beyoncé,VIRGO'S GROOVE,0Fl4eWzVaMUOdXcOrj6F1q,0.683,0.85,11,-5.042,0,0.0699,0.0781,1.09e-06,0.741,0.598,107.988,368758,4
251,4,Workout Music ,Lose Somebody (Workout Mix),5PO4zJ537aN29QX95HCI9h,0.676,0.498,1,-6.545,1,0.0601,0.0173,0.0,0.0864,0.891,139.952,253712,4
252,78,Beyoncé,THIQUE,1LCm0lFnEsxR2oPqyHLGX9,0.823,0.536,5,-10.123,0,0.319,0.0616,0.0143,0.326,0.537,128.955,244792,4
253,5,Workout Music ,Beautiful Mistakes (Workout Mix),4zDVc78LCBzFPMHC4oxWrE,0.814,0.786,10,-7.343,1,0.0406,0.0032,0.0474,0.0831,0.969,128.013,270000,4
254,75,$uicideboy$,Fucking Your Culture,2gkVweydDn7MmHmqXAlEzk,0.752,0.807,11,-4.386,1,0.172,0.0146,0.000376,0.8,0.442,87.507,195994,4
255,5,Workout Music ,Bang! (Workout Mix),0gTcU8Rq7vXWnKWSIllwZa,0.793,0.652,1,-9.286,0,0.0969,0.000956,0.000636,0.0274,0.961,133.976,266864,4
256,79,Beyoncé,PLASTIC OFF THE SOFA,6ufcuVInt0ocHrUimDjGlb,0.618,0.712,1,-8.246,1,0.114,0.14,4.53e-06,0.575,0.305,97.057,254319,4
257,5,Workout Music ,Banana (Workout Mix),0SgnFx6qXIUgQ42pEm6vCG,0.787,0.91,8,-6.196,1,0.0347,0.0101,0.27,0.0986,0.702,131.035,244909,4
258,83,Bad Bunny,Callaita,71wFwRo8xGc4lrcyKwsvba,0.608,0.626,2,-4.773,1,0.301,0.597,2.16e-06,0.25,0.246,176.086,250534,4
259,5,Workout Music ,Secrets (Workout Mix),4H4wPbZJ1P82e9uvfeS7FW,0.777,0.671,6,-7.468,0,0.0392,0.00304,0.311,0.0837,0.854,124.044,247734,4
260,79,Jack Harlow,Churchill Downs (feat. Drake),3EMp20j5E42MxfFbsEsIvD,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,309327,4
261,5,Workout Music ,Love Again (Workout Mix),60HtGh2bkcnInZpVjhIlz0,0.775,0.702,6,-7.08,0,0.0515,0.00056,0.223,0.097,0.941,127.993,270000,4
262,79,Beyoncé,HEATED,1w7cgGZR86yWz1pA2puVJD,0.785,0.732,1,-5.724,1,0.164,0.0636,0.000807,0.265,0.496,110.952,260771,4
263,6,Chill Work Music,HipHop Lofi For Work,19x7ntn4azINjmEIQhtNed,0.718,0.584,8,-9.866,1,0.0293,0.0498,0.89,0.14,0.587,127.94,116250,4
264,75,YoungBoy Never Broke Again,Vette Motors,02Cj2MSlERvamTj5A7Zi0P,0.83,0.644,10,-5.431,0,0.407,0.0298,0.0,0.11,0.227,155.103,173419,4
265,4,Workout Music ,Pumped Up Kicks (Throwback Mix),4g3yIbgiUaeyT8z7V366re,0.571,0.864,0,-4.162,0,0.0516,0.00387,0.0,0.114,0.828,144.962,258894,4
266,82,Tate McRae,she's all i wanna be,0IuVhCflrQPMGRrOyoY5RW,0.614,0.644,2,-5.372,0,0.0426,0.0134,7.07e-06,0.117,0.651,160.036,206772,4
267,78,Lil Baby,In A Minute,3ihIZrJreMJPjQdNLrEXnP,0.643,0.605,4,-5.968,0,0.297,0.0336,0.0,0.112,0.145,84.216,200471,4
268,5,Workout Music ,Midnight Sky (Workout Mix),40C08xabUS6a1bfebAw7Ea,0.753,0.776,4,-5.199,0,0.0398,0.00429,0.0464,0.0312,0.835,127.989,256864,4
269,87,Imagine Dragons,Bones,0HqZX76SFLDz2aW8aiqi7G,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,165265,4
270,5,Workout Music ,Rain on Me (Workout Mix),14ai0J4YmYBKdZS3BNQUDv,0.724,0.876,1,-5.013,0,0.0722,0.00924,0.000109,0.0669,0.861,128.014,259320,4
271,82,Drake,Massive,28JBD8p18xNuOfyV7Cotdn,0.499,0.671,4,-6.774,0,0.0561,0.114,0.0169,0.148,0.0557,124.994,336924,3
272,5,Workout Music ,Shake it Off (Throwback Mix),1c4cAkpeCk5WGjo3AdMFuG,0.717,0.837,7,-3.477,1,0.0411,0.0014,0.00021,0.134,0.252,129.994,341627,4
273,86,Rex Orange County,THE SHADE,1gH1h30wkQdd9zhY3j7a8T,0.898,0.509,5,-7.973,1,0.062,0.391,0.0,0.0876,0.727,119.869,181507,4
274,6,Workout Music ,Dance Monkey (Workout Mix),74M12fRFBuCfh9YgFjrPBl,0.777,0.661,6,-8.186,0,0.0538,0.00397,0.613,0.0643,0.886,128.015,262520,4
275,83,Nessa Barrett,die first,21szgNA72iLwvBxHQLgwBh,0.444,0.669,8,-6.727,0,0.125,0.0669,0.0,0.124,0.44,183.441,177109,4
276,4,Workout Music ,Coming Home (Throwback Mix),3QwPMm3MEOgojqnm2QdCQ9,0.623,0.893,11,-6.147,0,0.032,0.0892,0.000384,0.361,0.764,134.028,302066,4
277,83,Charlie Puth,Light Switch,1BSMpVGWs3v5BZKnAQziAc,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,185681,4
278,5,Workout Music ,Savage Love (Workout Mix),3uT0sOI2w704G61aptw6bx,0.813,0.716,10,-5.376,0,0.13,0.0386,1.23e-05,0.0798,0.91,149.956,260827,4
279,85,Grupo Marca Registrada,El Rescate,4w273WCBXwM4P3jTX5HkB2,0.794,0.594,7,-8.698,0,0.139,0.283,0.000381,0.109,0.637,99.238,160897,3
280,5,Workout Music ,Dakiti (Workout Mix),6ZrPBppSfZEeeNJJF7541b,0.859,0.656,4,-7.592,0,0.278,0.00168,0.0384,0.048,0.485,131.971,261817,4
281,89,Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),6DoL1yYIwEW7VZMRaJhoJI,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,254920,4
282,5,Workout Music ,ily (i love you baby) [Workout Mix],4hELqNgMSBQ61MhsA4wn78,0.757,0.493,11,-11.081,0,0.036,0.000661,0.00971,0.0983,0.888,131.986,236364,4
283,76,JID,Surround Sound (feat. 21 Savage & Baby Tate),0cp97b37sFNsdIbQH6po3T,0.57,0.573,5,-6.935,1,0.476,0.156,0.0,0.256,0.517,76.006,229938,4
284,4,Workout Music ,Take You Dancing (Workout Mix),2la3BckoTWkbhVB6ebjwpz,0.734,0.493,2,-10.396,1,0.081,0.000397,0.651,0.0668,0.689,133.96,243580,4
285,76,Gunna,Banking On Me,7Fege3yv4dvehB3NdRBGwI,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,200000,4
286,5,Workout Music ,Mood (Workout Mix),4AhgBxVl6wePP44UBIQQnk,0.729,0.706,7,-4.312,0,0.0482,0.00203,0.144,0.0704,0.673,109.977,218181,4
287,79,Lauren Spencer Smith,Flowers,6Z165JvPnS8PYvGW8oLGLc,0.684,0.449,3,-9.738,1,0.611,0.869,0.0,0.0881,0.341,66.165,157373,4
288,4,Workout Music ,Kings & Queens (Workout Mix),3DEDKI9N8V65MF9Vepn5Qe,0.699,0.851,1,-7.602,0,0.0554,0.0444,0.0485,0.136,0.917,127.99,274219,4
289,6,Workout Music Tv,For Thousand Years - Workout Remix 128 Bpm,6kTxJYwwnHKIzh0XUfrkrZ,0.655,0.883,8,-3.769,1,0.0387,0.000704,0.611,0.0933,0.941,127.993,255000,4
290,84,NewJeans,Attention,2pIUpMhHL6L9Z5lnKxJJr9,0.811,0.648,10,-3.684,0,0.0368,0.236,0.0,0.0761,0.695,104.988,180067,4
291,6,Gaana Achu,NEW YEAR 2022,1Gf36LzOmcIn8vcQMrQIm2,0.736,0.887,2,-7.121,1,0.143,0.779,1.27e-06,0.101,0.874,82.008,224126,4
292,75,Rod Wave,Yungen (feat. Jack Harlow),1NtyeXryylf8HWXnxVTD3v,0.614,0.744,11,-5.52,1,0.125,0.309,1.14e-06,0.173,0.589,146.02,226115,4
