,popularity,artist_name,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
147,37,015B,Hard to Start,5nMMXUI1ZkN6TWqL5E1UzX,0.862,0.467,0,-7.831,1,0.0653,0.642,0.0,0.089,0.904,133.012,207227,4
148,79,Cardi B,I Like It,58q2HKrzhC3ozto2nDdN4z,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,253390,4
149,4,Tyfoon,그래서 2018 Version,1eolqVb7IEa5xxsC6rhKvM,0.67,0.796,2,-2.749,0,0.0407,0.0598,0.0,0.324,0.395,127.999,231643,4
150,76,Brent Faiyaz,Trust,0oufSLnKQDoBFX5mgkDCgR,0.764,0.394,8,-8.559,1,0.152,0.231,9.37e-05,0.117,0.465,92.009,158421,4
151,28,Fleetwood Mac,Over My Head - 2018 Remaster,0zMxvCIYqGcn6prnLRjfxW,0.611,0.637,2,-10.822,1,0.0298,0.433,0.00177,0.167,0.653,98.349,189533,4
152,78,Drake,Nonstop,0TlLq3lA83rQOYtrqBqSct,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4
153,8,Em Harriss,Year 2277,6d5bUcNgjBV7qmrh7BhGsf,0.63,0.155,0,-13.943,1,0.0337,0.886,2.76e-06,0.101,0.169,72.043,172333,4
154,75,Juice WRLD,Hide (feat. Seezyn),6rz0dTA0PdhXImFV5EjM0w,0.715,0.639,5,-5.017,0,0.0752,0.0622,0.0,0.157,0.151,149.996,205800,4
155,28,Fleetwood Mac,Paper Doll - 2018 Remaster,1Zx0gtbyIG6LYqjbS3pOp0,0.711,0.859,9,-8.375,1,0.039,0.194,1.25e-05,0.0561,0.844,101.198,238947,4
156,78,Post Malone,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,4
157,23,Pop 2018,Deep House 2018,1cA8oxKkBSWB7FexFBDYi9,0.868,0.619,2,-8.114,0,0.0639,0.00864,0.00185,0.0973,0.28,120.023,199055,4
158,76,Kali Uchis,Dead To Me,6LOZws7T3jqZz78unPgFF9,0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001,199506,4
159,31,Fleetwood Mac,The Green Manalishi (With the Two Prong Crown) - 2018 Remaster,5dPwxUZTCFCI1okot98SEt,0.515,0.594,11,-11.435,0,0.0334,0.073,0.0524,0.123,0.379,102.767,279293,4
160,84,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4
161,9,Various Artists,Mix Edit 6,0GGRM62393sz50a57oS0UW,0.719,0.545,10,-10.71,0,0.0463,0.000706,0.876,0.328,0.487,118.731,30365,4
162,74,J. Cole,Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ,0.829,0.527,6,-6.644,0,0.367,0.482,0.0,0.631,0.475,116.079,200310,4
163,29,Fleetwood Mac,Rattlesnake Shake - 2018 Remaster,0zXBl25ksnfGNkS6tgsMb2,0.583,0.62,2,-10.91,1,0.031,0.0154,0.0108,0.15,0.442,101.054,213173,4
164,81,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,205040,4
165,2,Meditation Music Zone,2018 Deep Sleep Mix,3BAHHKZzDcbkx94cwCqv7j,0.153,0.0522,9,-27.551,0,0.0474,0.949,0.958,0.108,0.0388,56.518,238500,3
166,80,5 Seconds of Summer,Youngblood,2iUXsYOEPhVqEBwsqP70rE,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4
167,28,Fleetwood Mac,Sad Angel - 2018 Remaster,6YMf299OCTq5q8pbGjv6r1,0.431,0.889,6,-5.546,1,0.0349,0.013,2.01e-05,0.222,0.814,161.145,243907,4
168,75,Ski Mask The Slump God,Unbothered,5hwUsRKvnO5yThjVrxHQVt,0.884,0.445,1,-10.58,0,0.418,0.222,0.0,0.112,0.851,125.008,138427,4
169,8,London Symphony Orchestra,Overture - The Year 1812,3IeE1aPz9Iaf8MNrCXY6nE,0.265,0.176,3,-19.503,1,0.0544,0.931,0.795,0.0962,0.0894,126.155,1035600,4
170,71,Jason Aldean,You Make It Easy,6EGAfJaLUFzhS4zRBIEQ2J,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,196800,3
171,32,Max Richter,Vladimir's Blues 2018,63BuWRRIrcQlxuxPmU87kQ,0.362,0.153,9,-29.361,1,0.0494,0.992,0.885,0.087,0.0386,98.847,89960,4
172,78,Alec Benjamin,Water Fountain,4IhKLu7Vk3j2TLmnFPl6To,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,218893,4
173,32,Marteria,2018 (Gratulation),0rdre1ZKpF897sqtwSYit6,0.705,0.773,8,-6.953,0,0.145,0.0453,2.57e-06,0.183,0.346,104.886,212280,4
174,71,Morgan Wallen,Talkin' Tennessee,7szRiHu6r91o2Po9GTPN4c,0.702,0.711,6,-6.697,0,0.0248,0.568,0.0,0.104,0.498,99.988,221880,4
175,32,Will Smith,Gettin' Jiggy Wit It,7yFWGNwgCJCZuf26chEeQV,0.882,0.874,6,-4.518,1,0.141,0.0173,1.84e-06,0.152,0.842,107.88,227933,4
176,78,XXXTENTACION,the remedy for a broken heart (why am I so in love),4UKCKdYiLN6IMA5ZESUTL7,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,160184,4
177,7,Calm Music Masters Relaxation,Deep Sleep 2018,4Y7zQbFglH0g8eaehTXgTk,0.177,0.0578,8,-24.738,1,0.042,0.993,0.958,0.0895,0.148,74.23,224200,4
178,75,Post Malone,Candy Paint,32lItqlMi4LBhb4k0BaSaC,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,227533,4
179,28,Fleetwood Mac,Peacekeeper - Live 1997; 2018 Remaster,641hvI4UM2geY5IbOV8SZ9,0.599,0.712,7,-6.141,0,0.0331,0.111,1.35e-05,0.112,0.664,127.142,250987,4
180,83,Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
181,2,Smiddy B,2018 Vibez,0IDuSq7EB42O7C4P0RyD2l,0.74,0.444,10,-11.213,0,0.366,0.206,0.0,0.169,0.299,77.397,198243,4
182,77,Mitski,Me and My Husband,3pANfZVFdtuVnJsE6xa5Ox,0.497,0.638,1,-5.31,1,0.0274,0.0467,0.0,0.385,0.77,172.01,137142,4
183,27,Fleetwood Mac,Say You Will - Live 1997; 2018 Remaster,5oapb9fhNKYLPzlqfom7Sh,0.575,0.825,5,-6.932,1,0.0634,0.155,0.0,0.179,0.839,121.314,229627,4
184,78,Travis Scott,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,190557,4
185,2,Emmanuel Motelin,In the Year 2088,1icquM00iNLe16wCWMSGnI,0.167,0.0195,1,-24.446,1,0.0494,0.979,0.932,0.102,0.0307,116.017,282983,4
186,75,Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,121347,4
187,28,Fleetwood Mac,Save Me - 2018 Remaster,4H3azH9hDiqeykrCOAfB4m,0.542,0.84,9,-6.774,0,0.0346,0.228,0.00232,0.309,0.645,139.623,246827,4
188,76,Kodak Black,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4
189,1,Endigo,The 2018 Rewind,1R4MYhdYLTk9BJcBLavdT6,0.656,0.894,9,-6.899,0,0.291,0.0194,0.0,0.309,0.804,139.894,103290,4
190,74,Polo G,Neva Cared,3UnYMo1aeD0o8VtHy3R8cs,0.822,0.35,1,-12.207,0,0.574,0.0213,0.0,0.0757,0.346,77.528,186000,4
191,27,Fleetwood Mac,For Your Love - 2018 Remaster,0m8FPvtqX1SkWp2hgiXD8v,0.493,0.679,11,-12.521,0,0.0396,0.107,0.00228,0.116,0.563,141.84,226840,4
192,73,Playboi Carti,Long Time - Intro,4IO2X2YoXoUMv0M2rwomLC,0.472,0.861,4,-3.966,0,0.0447,0.283,0.0,0.83,0.358,144.077,211773,4
193,0,Lo' Kuntry,Year 2020,06Oy3HFUXZYmNi2YpAQ6XZ,0.593,0.543,0,-13.862,0,0.0935,0.249,3.64e-05,0.145,0.563,163.933,117656,4
194,81,Imagine Dragons,Natural,2FY7b99s15jUprqC0M5NCT,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4
195,28,Fleetwood Mac,Did You Ever Love Me - 2018 Remaster,0CldGTIQo0ZMeEqSWZ1WPa,0.703,0.576,0,-10.753,1,0.0432,0.0396,3.06e-05,0.102,0.633,89.793,223147,4
196,77,Dominic Fike,3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4
197,13,Black Memorial Committee,Year 2052,5w3WeWgFibsEyuYJ03II5T,0.157,0.136,0,-22.613,1,0.0388,0.922,0.895,0.114,0.0329,63.867,114419,4
198,74,Gunna,Top Off,0HCnj7pfrvshnocOJUFeit,0.906,0.395,1,-11.277,1,0.206,0.0103,0.000195,0.117,0.376,146.056,197420,4
199,28,Fleetwood Mac,Tell Me All The Things You Do - 2018 Remaster,2LUXZhj73mUFIFUOU56w9r,0.547,0.691,4,-11.127,0,0.0333,0.0206,0.393,0.0862,0.912,148.802,252680,4
200,74,Mac Miller,Small Worlds,4gT3mNJA8lnlkYFqGZ8IA2,0.516,0.546,5,-9.105,1,0.249,0.814,4.5e-06,0.0995,0.515,78.267,271733,4
201,1,Mayoness,Los 2018,5fX8DTKJ1r0VVKSIOX390F,0.587,0.479,5,-11.203,1,0.476,0.77,0.0,0.201,0.51,170.25,180706,4
202,72,Yung Gravy,Mr. Clean,5GxnROd93Y7NGt2ci0TwBw,0.758,0.701,9,-6.053,1,0.162,0.685,6.22e-06,0.114,0.626,106.74,211150,4
203,27,Fleetwood Mac,Jewel Eyed Judy - 2018 Remaster,7cXfnOlHiRocLQEKHRe5hE,0.542,0.194,9,-16.503,1,0.0308,0.717,0.000262,0.066,0.381,90.239,199373,4
204,78,Bad Bunny,MIA (feat. Drake),116H0KvKr2Zl4RPuVBruDO,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4
205,3,Armin van Buuren,A State Of Trance Year Mix 2018 - Intro: License To DJ,6xdmal6u2AhWOzswIHiRLt,0.651,0.487,11,-15.055,0,0.897,0.822,0.0,0.638,0.599,98.139,139000,4
206,79,Tom Rosenthal,Lights Are On,4IhTXiZLKATmwhMZIb1GQN,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,193749,4
207,28,Fleetwood Mac,Love Shines - 2018 Remaster,2HRpqUsdfTTL5KdACH6VIe,0.62,0.703,7,-7.847,1,0.0226,0.212,0.0012,0.136,0.642,98.325,288480,4
208,75,Post Malone,Stay,4H7WNRErSbONkM06blBoGc,0.507,0.48,5,-5.418,1,0.0266,0.449,0.0,0.147,0.35,86.046,204427,4
209,0,teru099,2018 Amor,0DdciK7J7UVhMrTSU3X3Ge,0.698,0.643,1,-5.832,0,0.322,0.637,0.0,0.0896,0.621,87.881,159112,4
210,70,Tyler Childers,Shake the Frost (Live),19MkwMrRjO7773zpuGss1o,0.447,0.341,2,-9.769,1,0.0457,0.806,2.05e-06,0.686,0.371,138.969,175120,4
211,26,Fleetwood Mac,Think About Me - Single; 2018 Remaster,1sppdZoKN39258NWRfb6TN,0.658,0.8,0,-7.834,1,0.0289,0.0449,0.000487,0.106,0.771,118.553,164480,4
212,78,girl in red,i wanna be your girlfriend,3h3pOvw6hjOvZxRUseB7h9,0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,204991,4
213,24,Rapman,2018 Wrap Up,2JKWrp9gJ30yPtU846M5W4,0.756,0.643,1,-6.773,1,0.424,0.298,0.0,0.0951,0.593,95.286,311130,4
214,73,Juice WRLD,Black & White,1fCeXjoRExPP2qwSBh2aST,0.776,0.736,7,-4.612,1,0.247,0.0802,0.0,0.159,0.233,147.946,186945,4
215,27,Fleetwood Mac,Sands of Time - Single; 2018 Remaster,00Fboe8pNoWHLg1nn3e7Oi,0.614,0.668,7,-11.31,1,0.0268,0.105,0.116,0.109,0.873,137.003,183253,4
216,69,AJR,Burn The House Down,0TkJIyL69RAUIbNwGub6uR,0.454,0.66,0,-4.357,1,0.168,0.0364,0.0,0.181,0.568,184.353,212374,4
217,0,Trinidad,2018 (J. Cole & Ybn Cordae response),6ssOh7WCRXxl661Lz4NQUS,0.88,0.412,6,-10.076,0,0.472,0.638,0.0,0.0855,0.461,92.039,176676,4
218,74,Dominic Fike,Babydoll,7yNf9YjeO5JXUE3JEBgnYc,0.762,0.604,7,-5.296,0,0.11,0.114,0.0,0.0271,0.847,168.007,97960,4
219,30,Fleetwood Mac,Oh Diane - 2018 Remaster,775CXeXucEa1wd6rPuFcWC,0.716,0.622,11,-9.16,1,0.0347,0.368,0.00263,0.0902,0.694,140.066,156667,4
220,79,Kina,Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,4
221,13,Adriatique,The Year 2080 - Original Mix,0SlpLhrQ459szeaG3nxMGO,0.799,0.688,10,-9.123,1,0.0653,0.128,0.887,0.0416,0.935,111.494,417652,4
222,81,Bad Bunny,Si Estuviésemos Juntos,35wvL50xvKpCHEJPxLOLPI,0.672,0.594,1,-6.813,0,0.0789,0.0626,5.14e-05,0.152,0.158,171.854,169248,4
223,27,Fleetwood Mac,Love In Store - 2018 Remaster,1zKpjObwEl01dSUDW2IysQ,0.69,0.578,0,-8.471,1,0.0277,0.111,0.000996,0.103,0.415,124.493,194440,4
224,79,XXXTENTACION,changes,7AFASza1mXqntmGtbxXprO,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4
225,0,jestemAlpha.,2018,6QuT4xc7K4HLErgty0vezr,0.817,0.648,5,-7.152,0,0.307,0.642,0.0,0.627,0.357,121.931,206976,4
226,72,Dan + Shay,Speechless,3GJ4hzg4lrGwU51Y3VARbF,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,213387,4
227,27,Fleetwood Mac,Isn't It Midnight - 2018 Remaster,1e7M98usgS7tK89PoEbqpz,0.469,0.73,0,-11.89,0,0.0358,0.00264,0.0482,0.15,0.573,145.781,253760,4
228,74,Ski Mask The Slump God,Take A Step Back,2gQYziDV5cSTRSqr6akzi5,0.8,0.591,6,-8.808,1,0.271,0.111,0.0,0.429,0.747,117.003,210387,4
229,5,Uppermost,Chill Mix 2018,1KuJtSm0F1ZAZiLywfTwuv,0.373,0.615,11,-9.722,0,0.118,0.327,0.204,0.0937,0.137,122.828,4598733,4
230,75,Bad Bunny,La Romana,1khmgu0pveJbkbpbkyvcQv,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,300579,4
231,26,Fleetwood Mac,Heroes Are Hard to Find (Single) - 2018 Remaster,4C6um1v4oCpbfBbZNTDry8,0.652,0.751,2,-8.541,1,0.0279,0.172,0.000258,0.203,0.922,99.355,166813,4
232,79,Ariana Grande,God is a woman,5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4
233,25,Fleetwood Mac,I Do - Edit; 2018 Remaster,3ER2XRLMw5TP0ksBdXXrK3,0.668,0.766,2,-6.164,1,0.0293,0.632,0.000541,0.108,0.813,120.339,229560,4
234,74,Kanye West,All Mine,3U21A07gAloCc4P7J8rxcn,0.925,0.31,11,-6.531,0,0.291,0.123,0.0,0.0931,0.291,121.927,145507,4
235,1,Nanno,Year 2020,3yw5tuKkicKXElxDAfYZ6m,0.527,0.664,11,-7.24,0,0.0345,7.31e-05,0.897,0.107,0.198,146.022,375027,4
236,29,Pet Shop Boys,This Must Be the Place I Waited Years to Leave - 2018 Remaster,6kLH7KcnK1n1ISBpoWSHEG,0.503,0.92,10,-8.245,0,0.0337,0.0189,0.363,0.13,0.55,100.889,330227,4
237,71,Dan + Shay,Tequila,42fw0rxRO2xbesF6mJfd4Y,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,4
238,2,eManuel,2018,1N1C4Qtj4GKTb6RIKVY32b,0.763,0.49,11,-10.668,0,0.224,0.603,0.0,0.108,0.381,140.161,159484,4
239,80,Calum Scott,You Are The Reason,69vToJ9BMbbLlFZo7k7A7B,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,204326,3
240,31,Ginuwine,Pony,07bbJiXbkhMurH0wkuPYer,0.545,0.647,8,-8.079,0,0.284,0.0068,0.000904,0.503,0.957,142.026,324800,4
241,75,Travis Scott,CAN'T SAY,27a1mYSG5tYg7dmEjWBcmL,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,198408,4
242,2,Shimmy Levy,Dance 2018,6t701Agv6rf31fD2pNt1Ks,0.72,0.904,0,-7.153,1,0.149,0.233,8.4e-06,0.619,0.37,122.986,605074,4
243,74,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),1wJRveJZLSb1rjhnUHQiv6,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487,4
244,34,Usher,Yeah! (feat. Lil Jon & Ludacris),0utLWSIbolqT7KyppMuxKY,0.893,0.787,2,-4.732,1,0.127,0.0196,0.0,0.0418,0.577,105.019,250373,4
245,72,A Boogie Wit da Hoodie,Look Back at It,3Ol2xnObFdKV9pmRD2t9x8,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4
246,0,ReTro d.r.E,Year 2020,2IgJQHUGFPdMSrNJdKQLVm,0.658,0.688,8,-5.037,1,0.17,0.344,0.0,0.191,0.595,142.106,150857,4
247,73,Beach Bunny,Sports,77G0k1La0c5Dw8bAFANcyp,0.231,0.877,9,-5.278,1,0.0574,0.000653,0.026,0.0694,0.524,186.142,164165,4
248,26,Fleetwood Mac,Spare Me a Little of Your Love - 2018 Remaster,5sVW3lrHfRnPYkTHHeaM7j,0.591,0.715,7,-8.406,1,0.0301,0.239,0.00696,0.323,0.827,95.145,227187,4
249,70,Morgan Wallen,If I Know Me,03d8S7FBY2kIzhP0E7l4rn,0.777,0.604,8,-5.813,1,0.12,0.765,6.79e-05,0.11,0.672,99.934,157693,4
250,2,Junta,Colors - 2018 Fifa World Cuptm,6fYSmS5AT9Zl9dCxfboVnT,0.77,0.874,8,-3.896,1,0.0952,0.201,3.17e-06,0.359,0.448,119.911,191000,4
251,69,grandson,Blood // Water,7clyJIrLkEbXUDwj1tC9zz,0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,214520,4
252,25,Fleetwood Mac,Remember Me - 2018 Remaster,2Ra0demNPBUydUaJWTMsy6,0.664,0.549,2,-12.145,1,0.029,0.356,0.0,0.321,0.935,125.428,165707,4
253,77,Nio Garcia,Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4
254,0,Weny Dacillo,2018,3S6XVJRdXdOvc8uAuoH5ga,0.714,0.542,8,-7.672,1,0.0533,0.77,1.53e-06,0.145,0.258,82.995,199250,4
255,75,Lonely God,Marlboro Nights,755inykyaG4w22GWAsA3MX,0.466,0.823,2,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797,68523,4
256,36,Shakira,Hips Don't Lie (feat. Wyclef Jean),0vkLnZMWMmE3DDREbmEMeB,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4
257,70,Key Glock,Russian Cream,03ThZweiBWFP8tOGsk6QMO,0.867,0.774,11,-5.791,0,0.315,0.11,0.0,0.157,0.549,130.007,142498,4
258,1,Reelsoul,Musik 2018 - Original Mix,2gIpXNXLJomVCixNQT2pXX,0.779,0.781,9,-8.644,1,0.0352,0.00432,0.902,0.0566,0.529,124.009,389760,4
259,73,Mac Miller,Come Back to Earth,01z2fBGB8Hl3Jd3zXe4IXR,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,161840,4
260,26,Clarence Murray,Don't Talk Like That (2018 Remaster),5ubVVX5G8Rf5bJIBh0PzeF,0.668,0.486,9,-11.74,1,0.0385,0.176,0.000218,0.0917,0.973,141.003,147204,4
261,72,Future,Fine China,5274I4mUMnYczyeXkGDWZN,0.656,0.542,7,-7.358,1,0.323,0.0484,0.0,0.126,0.551,166.111,141587,4
262,2,It's Raining,Crisp Rainfall,7kRqudWL5HWjRo167tu1pK,0.0,0.0933,6,-24.286,0,0.0,0.667,0.361,0.91,0.0,0.0,115326,0
263,79,Calum Scott,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,260285,4
264,32,015B,Snow in Seoul,75TrSySCwF1iF40GaN3SaO,0.532,0.282,0,-8.001,1,0.0346,0.816,0.0,0.087,0.427,79.484,272084,1
265,73,6LACK,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,240342,4
266,3,Various Artists,Mix Edit 3,3kWuASoJrtLFZVesDeWqBq,0.718,0.894,3,-7.465,0,0.0436,1.22e-05,0.834,0.0563,0.548,109.393,39600,4
267,74,Lauren Daigle,You Say,6Up545NUflOiXo8cEraH49,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,274693,4
268,24,Fleetwood Mac,Love Is Dangerous - 2018 Remaster,0vhUTGWAGqyQGez2gSWeyZ,0.642,0.712,5,-10.27,1,0.0285,0.146,3.41e-05,0.15,0.826,112.75,198200,4
269,71,Lil Yachty,NBAYOUNGBOAT,6K2anECyrckidwf5wxS78Q,0.769,0.807,11,-2.966,1,0.306,0.0515,0.0,0.111,0.364,82.422,139845,4
270,2,JāīV,Sommer 2018,0koNFPq0OVaPxKolpTPmpg,0.664,0.366,9,-14.333,0,0.0716,0.0219,0.848,0.0961,0.0834,99.787,218400,3
271,74,BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4
272,30,Kesha,TiK ToK,4VDpxXor1Y0Fkucgn9aMcg,0.758,0.838,2,-2.713,0,0.122,0.0992,0.0,0.288,0.711,120.029,199693,4
273,81,Charlie Puth,Attention,5cF0dROlMOK5uNZtivgu50,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
274,0,WITNESSTHEFAME,year 2056,5KV7nYgnsu2UwYeqgaAcR3,0.319,0.264,8,-14.889,1,0.0475,0.796,0.754,0.12,0.284,60.093,226640,4
275,74,Freddie Dredd,GTG,46M2hXnaQpueG7vSvgVtVH,0.88,0.777,7,-6.875,0,0.125,0.164,0.0171,0.0957,0.974,154.955,93894,4
276,29,015B,Goodbye Now,2RRFwnZ8xhh8JEXKCCPfHh,0.563,0.413,2,-7.045,1,0.0311,0.743,0.0,0.409,0.39,141.803,277960,4
277,75,Bazzi,Mine,7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4
278,0,korvnto,2018,40bR3bARp3KcDOGPhZc0sY,0.587,0.512,0,-9.846,1,0.0611,0.00313,8.29e-05,0.301,0.333,153.058,78472,4
279,79,Dean Lewis,Be Alright,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4
280,19,Josh Groban,99 Years (with Jennifer Nettles) - Live from Madison Square Garden 2018,6OoyA3cxSikIV0nCoAWaNX,0.503,0.635,5,-6.644,1,0.0312,0.594,0.0,0.968,0.257,144.053,244382,4
281,71,Lil Yachty,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,0.721,0.508,7,-7.496,1,0.394,0.317,0.0,0.153,0.457,159.911,166343,4
282,2,Various Artists,Mix Edit 4,4hDcRGXk8rJR7FrBgYyvQl,0.651,0.965,11,-7.4,0,0.0473,1.42e-05,0.946,0.0598,0.674,112.158,34447,4
283,71,Juice WRLD,Used To,0WZFN4E8HrmGUU0EMyKQ8c,0.631,0.709,2,-4.666,1,0.0505,0.0963,0.0,0.376,0.2,84.504,176443,4
284,32,Jeremy Vancaulart,Hurt (Mixed),6u3GnTCcGq7Aoh1UvinWpj,0.483,0.953,6,-5.803,1,0.0407,6.84e-06,0.0179,0.282,0.194,130.93,87432,4
285,75,girl in red,girls,1kqc6U8hVYZhY0gFGQclCz,0.515,0.449,5,-14.468,1,0.0337,0.227,0.0357,0.171,0.792,149.966,198400,4
286,9,D&J Polimeno,2018 the New Life,39GOmNQ1K3X5hRVDF1hcqQ,0.767,0.5,9,-10.238,0,0.0352,0.075,0.788,0.392,0.43,123.02,229799,4
287,71,Key Glock,Gang Shit No Lame Shit,6gbiTbclnHlmSIPfmF2zEc,0.828,0.434,5,-10.609,1,0.301,0.0394,0.0,0.0806,0.38,115.071,131600,4
288,18,Stephen Walking,JC-08 - 2018,4fVQlSBoXD2gNjI2c4a4Mp,0.711,0.648,2,-7.405,1,0.0395,0.00742,0.682,0.0675,0.43,142.014,256901,4
289,75,Mitski,A Pearl,7fd3aMiuwHWKsTdZafjOfZ,0.295,0.637,8,-4.043,1,0.0288,0.0496,0.0236,0.112,0.221,84.551,156146,4
290,3,Ruined Conflict,Year 2020,6dEPod8uKS1oqcD7RZYy6c,0.405,0.688,1,-7.562,1,0.0359,0.000947,0.637,0.188,0.0615,140.027,264000,4
291,76,benny blanco,Eastside (with Halsey & Khalid),7FGq80cy8juXBCD2nrqdWU,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,170770,4
292,37,Armin van Buuren,Blah Blah Blah (Mixed),4DPl4CEH8goxLtem7sohzl,0.607,0.959,1,-5.568,1,0.0899,0.000164,0.0104,0.437,0.358,138.034,55693,4
293,74,Lil Mosey,Noticed,7zLYKWcXnYeHHWidalz7rj,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,165000,4
294,2,Nrthrn,Year 2020,2wQASuopyArgsh6SiHGylg,0.629,0.365,9,-12.139,0,0.0303,0.917,0.867,0.106,0.0683,99.984,256000,4
295,71,Playboi Carti,Foreign,500l6Cwe40hkPqS7Sf7ufY,0.762,0.705,6,-5.195,0,0.164,0.0906,0.0,0.17,0.264,122.955,142893,4
296,22,The National,Light Years - Live at Berkeley 9/24/18,32f4ArO6yP85eeidqojYjP,0.337,0.341,4,-20.224,1,0.0978,0.113,0.238,0.828,0.287,131.499,322039,4
